query_id,text
1088925321947156481_twitter,crazy women got the best pussy
1179047465502363648_twitter,<user> <user> <user> many were hidden for over <number> years like the rochdale girls over <number> children raped by muslim paedophiles in one town alone whilst muslim women stayed quiet
1167177155639435269_twitter,<user> my middle school band director was a nazi and my current one is a pedophile uh
1179058382004576258_twitter,<user> chinaman satanist lee hsien loong criminals audible talks in <number> wellington circle singapore are always negative that they screenshot and put his profile on facebook <date> lee hsien loong disloyal to his criminals and lawyers
1179098860792291329_twitter,racist quip i heard today oh yeah asians take bear paws to make potions
1179098071671754752_twitter,for a white person extracting social capital from your native ancestry fictive or not is a way of flirting with non whiteness so as to paradoxically bolster your whiteness frankly not unlike black brownface
5219517_gab,looks like this fat fuck muzzie has not missed too many meals probably on the us tax payers dime these inbred muscum are the ugliest people in the world
1179103212663693319_twitter,law society investigator curtis smith an old white man wrote in his notes that i tweeted squaw and nigger about <number> times
17929633_gab,naked nigger attacking white not h m in south africa bart train station in san francisco
1200151913854951424_twitter,framing thanksgiving as solely a day of gratitude and family while completely erasing the pain native americans feel today is violence
25551077_gab,implies female sand niggers are hot ignores the bin bag they wear to hide their hideousness
1179063615468576768_twitter,<user> <user> this song by amy winehouse i am telling you go to karaoke anywhere and the white bitches will all unanimously sigh when it comes on because they mad they wanted to sing it 😂
23574935_gab,bloodthirsty kike is bloodthirsty
18859801_gab,more than <number> french towns battle floodwaters as river seine is set to reach peak tonight closing roads and schools and evacuating hospitals in underwater paris hey maybe they can permanently evacuate gillions of invading barbarian muslimes <user>
15468960_gab,i thought yemen is white people isnt it the moslems are killing them because they are not moslem i mean fuck the muzzies and jews and double fuck the niggers but if they are white non moslems or jews then its not a good thing for them to starve
1220372133328670720_twitter,<user> people who dislike his character went full retard
1178658044852555778_twitter,<user> katie hopkins reports pakistani muslim man assaults white man is racist attack civil unrest as crime against english people from immigrants rises
13102774_gab,i am not attacking these people just their bizarre kike critical theory agenda against my country ultimately the nationalist position is so clearly superior that it will win out no matter what so there is no need to argue i am just shocked people actually believe this it weird
22341782_gab,was engels a kike
20014893_gab,i agree i wasn t racist until they elected the nigger for president and unleashed hell on us
4371004_gab,what you would consider a long time ago someone in my family married a moslem american whose family was rich this person was constantly mentioned to me as having the happiness and success all young american women should strive for lots o shopping big house w swimming pool etc <user>
19770618_gab,the noodle is muzzy looks like lol off to dr appointment see you in a few 🤗 😊 🌞 🌞 ✨ ✨
1178748854583414787_twitter,<user> <user> fool we do not do this stuff on an everyday she was out of line for during that to them white kids just do not act like it a everyday thing with us
